,final_text,Group
469,outlook microsoft application message appears saying product deactivated outlook microsoft application message appears saying product deactivated,0
1802,soon select financial_toolscal year financial_toolcal month company overall value get data found contact summary bex show result soon limit time period sind approximate min general bex issue moment need create reporting upper management get sale information soon select financial_toolscal year financial_toolcal month company overall value get data found started bex several time even rebooted note issue urgent finally review data tomorrow morning time upper management need pull bunch sale data checked another colleague,9
172,network outage warehouse node company ups vpn rtr type outage network _circuit power specify type outage top cert site when start scheduled maintenance power _no company power provider power scheduled maintenance network _no company maintain provider maintain ticket site backup circuit _no backup circuit active _no site contact notified phone email remote dial equipment reset verified site working backup circuit vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,8
5752,email display cid unfortunately field lost came danke viele friendly,0
6045,printing news issue printing drawing production paper when issue solved,0
3810,skype content showing meeting skype content showing meeting,0
1824,problem vpn problem vpn,24
1125,interface fast ethernet cisco aircap interface fast ethernet cisco aircap since,8
2500,engineering_tool new customer able add new customer engineering_tool kindly support solve error cid sid ebb warm,25
6398,hostname usa plm web file cache production service since est hostname usa plm web file cache production service since est,14
693,bdwdwarbara need permission save folder srvlavstorage tool room tooling documentation bdwdwarbara need permission save folder srvlavstorage tool room tooling documentation,12
5612,erp hana studio sidecar software working erp hana studio sidecar software working,19
723,circuit outage company ind telecom vendor dmvpn rtr since site telecom vendor type outage network circuit power specify type outage top cert site when start scheduled maintenance power _no company power provider power scheduled maintenance network company maintain provider maintain ticket site backup circuit backup circuit active site contact notified phone email remote dial equipment reset verified site working backup circuit vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,8
1650,wifi working webpage loading wifi working webpage loading,0
5501,issue sir mam facing issue software kindly resolve issue cid,0
1144,blocked expense report blocked expense report,0
2087,end month billing good afternoon unable force billing consigned material need warehouse tool before end today cid sid,13
1552,skype work team skype work,0
1767,urgent eu_tool germany currently possible close order reference ticket data entry affected several report currently possible close complete order order currently missing,25
917,blank call call came got disconnected blank call call came got disconnected,0
2260,wanted detail check company guest wanted detail check company guest,0
1795,erp access issue system sid sid sid sid hrp sid enter user user issue keshyslsj transaction code user need working sid describe issue forgot password sid getting authorized message recreate condition nsu attach result ticketing_tool ticket provide access user,2
5598,erp logon possible after error multiple user affected see error message attached,0
824,give access sid uacyltoe hxgaycze system user pildladjadga give access sid uacyltoe hxgaycze system user pildladjadga,0
53,enquiry impact reward enquiry impact reward get password reset,0
2998,vip erp sid account unlock user vvshyuwb vip erp sid account unlock user vvshyuwb stefyty parkeyhrt tuesday september nwfodmhc exurcwkm subject amar need unlock userid vvshyuwb importance high assist user aerp consultant project,0
2186,always get reminder approval requisition even approved lot time kate liu apac plant complete approval need support email,29
4292,spam original message nwfodmhc exurcwkm friday september subject new warehouse tool mail marry look like spam mail ahead delete,0
4206,warehouse tool consignment account total piezas warehouse tool consignment account total piezas,13
1747,problem changing password trying change password cid sid,0
301,data cannot downloaded data cannot downloaded machine standstill machine name wam file used udo trhsysba file saved zip exe format,2
3456,pricing error order number unable change price order number fix issue before warehouse tool created tonight,13
1946,plant germany missing print job hurry change month printer output der print job erp hrp pressure word excel work printer already switched new started without success complete required question returned back gsc requester provide required information gsc review ticket able resolve assign appropriate group printer problem assignment flowchart printer name make model detailed description problem type document printing email excel word etc warehouse tool delivery note production order etc system application used time problem window erp kls printing respond ping command network power cycle printer completed erp system system sid sid hrp plm erp printer problem erp output reroute another erp printer temporarily printer reroute document printing correctly scan copy document attach ticketing_tool ticket,0
2376,able upload engineering_tool vpn vpn cid sid fca,0
4277,mobile device activation successfully done mobile device activation successfully done,0
2521,ndigung action pfgia scgtitt completed ndigung pfgia scgtitt effective approved,2
3484,file server functioning light back one file server site blinking part plant access network resource check local file server hostname lrrsm hostname contact,12
1225,ticket query regarding ticket ticket query regarding ticket,0
3125,access drawing net weaver name jashyht mkuhtyhui language browser microsoft internet explorer email customer number telephone summary erp netweaver business client unable pull drawing seen coworker screen look similar drawing tab missing mine,0
4197,logon erp home solve issue cid,19
3401,vpn check antivirus company domain connecting outside network refer screenshot,2
834,folder access globalace_holemaking see red viele,34
4926,profile setup new joiner laptop profile setup new joiner nikitha upadhyaya lqnoifve wvhelqxu,19
